"competition","club","player","position","reason","matches_missed","age","injury","yellow_cards","injured_since","injured_until","data_type","since","until","player_market_value","player_url","nationality","second_nationality"
"Super liga Srbije","FK Radnik Surdulica","Sandro Trémoulet","Centre-Back",NA,NA,26,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Radnicki Nis","Mbouri Basile Yamkam","Centre-Back",NA,NA,27,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Javor-Matis Ivanjica","Mamane Amadou Sabo","Defensive Midfield",NA,NA,21,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","Zeleznicar Pancevo","Janko Jevremovic","Right Winger",NA,NA,21,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","Zeleznicar Pancevo","Nikola Djuricic","Left-Back",NA,NA,25,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Cukaricki","Uros Miladinovic","Left Winger",NA,NA,21,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Radnicki 1923 Kragujevac","Nikola Bukumira","Defensive Midfield",NA,NA,20,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Cukaricki","Lazar Stojanovic","Centre-Back",NA,NA,20,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Javor-Matis Ivanjica","Petar Petrovic","Centre-Back",NA,NA,20,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","OFK Beograd","Diogo Bezerra","Right Winger",NA,NA,23,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Javor-Matis Ivanjica","Djordje Skoko","Centre-Back",NA,NA,22,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Vojvodina Novi Sad","Milan Kolarevic","Left Winger",NA,NA,21,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","Zeleznicar Pancevo","Aleksa Kuljanin","Right Winger",NA,NA,21,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Radnicki Nis","Djordje Petrovic","Right-Back",NA,NA,19,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","Zeleznicar Pancevo","Sylvester Jasper","Left Winger",NA,NA,24,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Cukaricki","Milos Cvetkovic","Right-Back",NA,NA,35,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Radnik Surdulica","Aleksandar Pejovic","Defensive Midfield",NA,NA,34,NA,3,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Super liga Srbije","FK Cukaricki","Luka Djordjevic","Centre-Forward",NA,NA,19,"Leg injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/luka-djordjevic/profil/spieler/897509","Serbia",NA
"Super liga Srbije","Zeleznicar Pancevo","Marko Curic","Defensive Midfield",NA,NA,22,"Collateral ligament tear",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/marko-curic/profil/spieler/706553","Serbia",NA
"Super liga Srbije","FK Radnik Surdulica","Stefan Vidakovic","Centre-Forward",NA,NA,20,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/stefan-vidakovic/profil/spieler/905760","Serbia","Bosnia-Herzegovina"
"Super liga Srbije","FK Radnik Surdulica","Lazar Stojanovic","Left Winger",NA,NA,25,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/lazar-stojanovic/profil/spieler/697351","Serbia",NA
"Super liga Srbije","FK IMT Belgrad","Milos Bakic","Centre-Forward",NA,NA,19,"unknown injury",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/milos-bakic/profil/spieler/1045948","Serbia",NA
"Super liga Srbije","FK Spartak Subotica","Nikola Kuveljic","Defensive Midfield",NA,NA,28,"unknown injury",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/nikola-kuveljic/profil/spieler/612140","Serbia",NA
"Super liga Srbije","FK Spartak Subotica","Vladimir Vitorovic","Left-Back",NA,NA,25,"unknown injury",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/vladimir-vitorovic/profil/spieler/556745","Serbia",NA
"Super liga Srbije","FK Radnicki Nis","Bubacar Djaló","Defensive Midfield",NA,NA,28,"Achilles tendon rupture",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/bubacar-djalo/profil/spieler/340529","Portugal","Guinea-Bissau"
"Super liga Srbije","FK Mladost Lucani","Ognjen Bondzulic","Left Winger",NA,NA,18,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/ognjen-bondzulic/profil/spieler/1007573","Serbia",NA
"Super liga Srbije","OFK Beograd","Marko Alcevski","Goalkeeper",NA,NA,23,"unknown injury",NA,NA,NA,"injuries",NA,NA,225000,"https://www.transfermarkt.com/marko-alcevski/profil/spieler/542327","North Macedonia",NA
"Super liga Srbije","FK Radnicki 1923 Kragujevac","António Gomes","Right Winger",NA,NA,25,"Patellar tendon tear",NA,NA,NA,"injuries",NA,NA,175000,"https://www.transfermarkt.com/antonio-gomes/profil/spieler/363511","Portugal","Luxembourg"
"Super liga Srbije","FK Novi Pazar","Jovan Manev","Centre-Back",NA,NA,24,"Knee injury",NA,NA,NA,"injuries",NA,NA,350000,"https://www.transfermarkt.com/jovan-manev/profil/spieler/585102","North Macedonia",NA
"Super liga Srbije","FK TSC Backa Topola","Nemanja Petrovic","Left-Back",NA,NA,33,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/nemanja-petrovic/profil/spieler/161373","Serbia",NA
"Super liga Srbije","FK Napredak Krusevac","Strahinja Ristic","Centre-Back",NA,NA,21,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/strahinja-ristic/profil/spieler/855457","Serbia",NA
"Super liga Srbije","FK Napredak Krusevac","Nikola Bogdanovski","Right Winger",NA,NA,26,"Inner ligament stretch of the knee",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/nikola-bogdanovski/profil/spieler/497359","North Macedonia","Serbia"
"Super liga Srbije","FK Partizan Belgrade","Mario Jurcevic","Left-Back",NA,NA,30,"Achilles tendon problems",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/mario-jurcevic/profil/spieler/325124","Slovenia",NA
"Super liga Srbije","Red Star Belgrade","Shavy Babicka","Right Winger",NA,NA,25,"Broken fibula",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/shavy-babicka/profil/spieler/916920","Gabon",NA
"Super liga Srbije","Red Star Belgrade","Marko Arnautovic","Centre-Forward",NA,NA,36,"Adductor injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384","Austria","Serbia"
"SuperLiga","CFR Cluj","Kenneth Omeruo","Centre-Back","No eligibility",0,32,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Botosani","Francisco Júnior","Central Midfield","No eligibility",0,33,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","CFR Cluj","Alin Ferenți","Right Winger","No eligibility",0,20,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","CFR Cluj","Drilon Islami","Defensive Midfield","No eligibility",0,25,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Baba Alhassan","Defensive Midfield","Yellow card suspension",1,25,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FK Csikszereda Miercurea Ciuc","János Nagy","Right-Back","No eligibility",9,33,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","Petrolul Ploiesti","Oscar Correia","Right Winger","No eligibility",9,28,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","CFR Cluj","Mateus Peloggia","Defensive Midfield","No eligibility",13,22,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","CFR Cluj","Islam Slimani","Centre-Forward","Called up to national team",3,37,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Universitatea Cluj","Răzvan Oaidă","Defensive Midfield","No eligibility",21,27,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FK Csikszereda Miercurea Ciuc","Benjamin Babati","Right Winger","No eligibility",12,30,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","CFR Cluj","Alessandro Micai","Goalkeeper","No eligibility",12,32,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Siyabonga Ngezana","Centre-Back","Called up to national team",2,28,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Dinamo 1948","Devis Epassy","Goalkeeper","Called up to national team",2,32,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Siyabonga Ngezana","Centre-Back",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Metaloglobus Bucharest","Moses Abbey","Attacking Midfield",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","CS Universitatea Craiova","Steven Nsimba","Centre-Forward",NA,NA,29,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Botosani","Charles Petro","Defensive Midfield",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Alexandru Pantea","Right-Back",NA,NA,22,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Rapid 1923","Kader Keita","Defensive Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","UTA Arad","Denis Hrezdac","Defensive Midfield",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Baba Alhassan","Defensive Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Metaloglobus Bucharest","Bruno Carvalho","Central Midfield",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","AFC Unirea 04 Slobozia","Ionuț Dinu","Centre-Back",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FK Csikszereda Miercurea Ciuc","Bálint Szabó","Attacking Midfield",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Universitatea Cluj","Jovo Lukic","Centre-Forward",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Universitatea Cluj","Alexandru Chipciu","Left-Back",NA,NA,36,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Rapid 1923","Lars Kramer","Centre-Back",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Botosani","Djibril Diaw","Centre-Back",NA,NA,30,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FCSB","Mihai Popescu","Centre-Back",NA,NA,32,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Hermannstadt","Vahid Selimovic","Centre-Back",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","AFC Unirea 04 Slobozia","Vlad Pop","Central Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FK Csikszereda Miercurea Ciuc","Szilard Veres","Central Midfield",NA,NA,29,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Hermannstadt","Antoni Ivanov","Central Midfield",NA,NA,30,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Metaloglobus Bucharest","Desley Ubbink","Attacking Midfield",NA,NA,32,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","FC Botosani","Enriko Papa","Central Midfield",NA,NA,32,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","ACSC FC Arges","Marius Briceag","Left-Back",NA,NA,33,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","Petrolul Ploiesti","Paul Papp","Centre-Back",NA,NA,36,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"SuperLiga","Petrolul Ploiesti","Valentin Țicu","Left-Back",NA,NA,25,"Torn ligaments",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/valentin-ticu/profil/spieler/623420","Romania",NA
"SuperLiga","SC Otelul Galati","Ștefan Bană","Right Winger",NA,NA,21,"depression",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/stefan-bana/profil/spieler/963964","Romania",NA
"SuperLiga","CFR Cluj","Kenneth Omeruo","Centre-Back",NA,NA,32,"Knee injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/kenneth-omeruo/profil/spieler/131708","Nigeria",NA
"SuperLiga","CFR Cluj","Mohammed Kamara","Left Winger",NA,NA,28,"unknown injury",NA,NA,NA,"injuries",NA,NA,1200000,"https://www.transfermarkt.com/mohammed-kamara/profil/spieler/637273","Liberia",NA
"SuperLiga","FCSB","Denis Alibec","Centre-Forward",NA,NA,34,"surgery",NA,NA,NA,"injuries",NA,NA,6e+05,"https://www.transfermarkt.com/denis-alibec/profil/spieler/81396","Romania",NA
"SuperLiga","FC Metaloglobus Bucharest","David Irimia","Right-Back",NA,NA,19,"unknown injury",NA,NA,NA,"injuries",NA,NA,250000,"https://www.transfermarkt.com/david-irimia/profil/spieler/1113720","Romania",NA
"SuperLiga","FC Botosani","Rijad Sadiku","Centre-Back",NA,NA,25,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/rijad-sadiku/profil/spieler/371078","Bosnia-Herzegovina",NA
"SuperLiga","FC Metaloglobus Bucharest","Júnior Morais","Left-Back",NA,NA,39,"Knee problems",NA,NA,NA,"injuries",NA,NA,50000,"https://www.transfermarkt.com/junior-morais/profil/spieler/125069","Brazil","Romania"
"SuperLiga","Petrolul Ploiesti","Kilian Ludewig","Right-Back",NA,NA,25,"Ankle surgery",NA,NA,NA,"injuries",NA,NA,150000,"https://www.transfermarkt.com/kilian-ludewig/profil/spieler/361516","Germany",NA
"SuperLiga","SC Otelul Galati","Kazu","Left-Back",NA,NA,25,"unknown injury",NA,NA,NA,"injuries",NA,NA,3e+05,"https://www.transfermarkt.com/kazu/profil/spieler/428993","Brazil",NA
"SuperLiga","Petrolul Ploiesti","Rareș Manolache","Centre-Forward",NA,NA,15,"Meniscus tear",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/rares-manolache/profil/spieler/1340003","Romania",NA
"SuperLiga","AFC Unirea 04 Slobozia","Denis Rusu","Goalkeeper",NA,NA,35,"Broken fibula",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/denis-rusu/profil/spieler/171770","Moldova","Romania"
"SuperLiga","FCV Farul Constanta","Gustavo Marins","Centre-Back",NA,NA,23,"unknown injury",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/gustavo-marins/profil/spieler/869463","Brazil",NA
"SuperLiga","FCV Farul Constanta","Ionuț Cojocaru","Left Winger",NA,NA,22,"Broken collarbone",NA,NA,NA,"injuries",NA,NA,450000,"https://www.transfermarkt.com/ionut-cojocaru/profil/spieler/901511","Romania",NA
"SuperLiga","FCV Farul Constanta","Iustin Doicaru","Right Winger",NA,NA,18,"unknown injury",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/iustin-doicaru/profil/spieler/1050693","Romania",NA
"SuperLiga","FCV Farul Constanta","Nicolas Constantinescu","Centre-Forward",NA,NA,19,"Knee injury",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/nicolas-constantinescu/profil/spieler/1412044","Romania","Italy"
"SuperLiga","FK Csikszereda Miercurea Ciuc","Jozef Dolny","Centre-Forward",NA,NA,33,"Knee injury",NA,NA,NA,"injuries",NA,NA,225000,"https://www.transfermarkt.com/jozef-dolny/profil/spieler/148712","Slovakia",NA
"SuperLiga","FC Dinamo 1948","Cristian Licsandru","Centre-Back",NA,NA,22,"Meniscus injury",NA,NA,NA,"injuries",NA,NA,250000,"https://www.transfermarkt.com/cristian-licsandru/profil/spieler/888398","Romania",NA
"SuperLiga","FC Hermannstadt","Kalifa Kujabi","Central Midfield",NA,NA,25,"unknown injury",NA,NA,NA,"injuries",NA,NA,250000,"https://www.transfermarkt.com/kalifa-kujabi/profil/spieler/679280","The Gambia","Italy"
"SuperLiga","FCSB","Daniel Bîrligea","Centre-Forward",NA,NA,25,"Ankle sprain",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/daniel-birligea/profil/spieler/468192","Romania",NA
"SuperLiga","FCSB","Ionuț Cercel","Right-Back",NA,NA,19,"unknown injury",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/ionut-cercel/profil/spieler/1073910","Romania",NA
"SuperLiga","FC Dinamo 1948","Jordan Ikoko","Right-Back",NA,NA,31,"unknown injury",NA,NA,NA,"injuries",NA,NA,450000,"https://www.transfermarkt.com/jordan-ikoko/profil/spieler/157491","DR Congo","France"
"SuperLiga","FC Dinamo 1948","Danny Armstrong","Right Winger",NA,NA,28,"unknown injury",NA,NA,NA,"injuries",NA,NA,750000,"https://www.transfermarkt.com/danny-armstrong/profil/spieler/225236","Scotland","Ireland"
"SuperLiga","FC Dinamo 1948","Antonio Bordușanu","Right Winger",NA,NA,21,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,50000,"https://www.transfermarkt.com/antonio-bordusanu/profil/spieler/863556","Romania",NA
"SuperLiga","FC Dinamo 1948","Alexandru Musi","Left Winger",NA,NA,21,"Muscle injury",NA,NA,NA,"injuries",NA,NA,9e+05,"https://www.transfermarkt.com/alexandru-musi/profil/spieler/881064","Romania","Spain"
"SuperLiga","FC Dinamo 1948","Cristian Mihai","Defensive Midfield",NA,NA,21,"unknown injury",NA,NA,NA,"injuries",NA,NA,9e+05,"https://www.transfermarkt.com/cristian-mihai/profil/spieler/974722","Romania",NA
"SuperLiga","FC Rapid 1923","Diogo Mendes","Defensive Midfield",NA,NA,27,"unknown injury",NA,NA,NA,"injuries",NA,NA,150000,"https://www.transfermarkt.com/diogo-mendes/profil/spieler/396443","Cape Verde","Portugal"
"SuperLiga","FC Rapid 1923","Alexandru Pașcanu","Centre-Back",NA,NA,27,"Ankle sprain",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/alexandru-pascanu/profil/spieler/421258","Romania","England"
"SuperLiga","CS Universitatea Craiova","Carlos Mora","Right Winger",NA,NA,24,"Muscle tear",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/carlos-mora/profil/spieler/740789","Costa Rica",NA
"SuperLiga","FC Rapid 1923","Andrei Borza","Left-Back",NA,NA,20,"Finger injury",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/andrei-borza/profil/spieler/723826","Romania",NA
"SuperLiga","FC Rapid 1923","Drilon Hazrollaj","Right Winger",NA,NA,21,"unknown injury",NA,NA,NA,"injuries",NA,NA,9e+05,"https://www.transfermarkt.com/drilon-hazrollaj/profil/spieler/986186","Kosovo",NA
"SuperLiga","FC Rapid 1923","Gabriel Gheorghe","Attacking Midfield",NA,NA,19,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/gabriel-gheorghe/profil/spieler/1011492","Romania",NA
"SuperLiga","CFR Cluj","Simão Rocha","Left-Back",NA,NA,24,"Meniscus injury",NA,NA,NA,"injuries",NA,NA,1400000,"https://www.transfermarkt.com/simao-rocha/profil/spieler/682719","Portugal",NA
"SuperLiga","ACSC FC Arges","Alexandru Dinoci","Central Midfield",NA,NA,20,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,50000,"https://www.transfermarkt.com/alexandru-dinoci/profil/spieler/1043573","Romania",NA
"SuperLiga","FCSB","Joyskim Dawa","Centre-Back",NA,NA,29,"Torn knee ligaments",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/joyskim-dawa/profil/spieler/569743","Cameroon","France"
"SuperLiga","FC Botosani","Mykola Kovtalyuk","Centre-Forward",NA,NA,30,"Cervical vertebra fracture",NA,NA,NA,"injuries",NA,NA,250000,"https://www.transfermarkt.com/mykola-kovtalyuk/profil/spieler/342609","Ukraine",NA
"SuperLiga","FC Botosani","Narcis Ilaș","Right-Back",NA,NA,18,"Outer ligament tear",NA,NA,NA,"injuries",NA,NA,3e+05,"https://www.transfermarkt.com/narcis-ilas/profil/spieler/992843","Romania",NA
"SuperLiga","FC Metaloglobus Bucharest","Alexandru Irimia","Central Midfield",NA,NA,19,"Ankle ligament tear",NA,NA,NA,"injuries",NA,NA,125000,"https://www.transfermarkt.com/alexandru-irimia/profil/spieler/1113721","Romania",NA
"SuperLiga","FC Hermannstadt","Silviu Balaure","Right Midfield",NA,NA,29,"Ligament tear",NA,NA,NA,"injuries",NA,NA,650000,"https://www.transfermarkt.com/silviu-balaure/profil/spieler/296585","Romania",NA
"SuperLiga","CS Universitatea Craiova","Mihnea Rădulescu","Right Winger",NA,NA,20,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,750000,"https://www.transfermarkt.com/mihnea-radulescu/profil/spieler/1017320","Romania",NA
"SuperLiga","FCSB","Mihai Popescu","Centre-Back",NA,NA,32,"Cruciate ligament injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/mihai-popescu/profil/spieler/361537","Romania",NA
"SuperLiga","FC Rapid 1923","Borisav Burmaz","Centre-Forward",NA,NA,24,"Torn ligaments",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/borisav-burmaz/profil/spieler/574658","Serbia",NA
"Nemzeti Bajnokság","Kazincbarcikai SC","Varazdat Haroyan","Centre-Back","No eligibility",0,33,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Újpest FC","Attila Fiola","Right-Back",NA,NA,35,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Kazincbarcikai SC","Varazdat Haroyan","Centre-Back",NA,NA,33,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Bright Edomwonyi","Centre-Forward",NA,NA,31,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Stefanos Evangelou","Centre-Back",NA,NA,27,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Ferencvárosi TC","Bence Ötvös","Defensive Midfield",NA,NA,27,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Zalaegerszegi TE FC","András Csonka","Defensive Midfield",NA,NA,25,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Kazincbarcikai SC","Mykhailo Meskhi","Defensive Midfield",NA,NA,28,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Újpest FC","Krisztofer Horváth","Attacking Midfield",NA,NA,23,NA,5,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Nemzeti Bajnokság","Debreceni VSC","Erik Kusnyír","Right-Back",NA,NA,25,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/erik-kusnyir/profil/spieler/525378","Hungary","Ukraine"
"Nemzeti Bajnokság","Ferencvárosi TC","Stefan Gartenmann","Centre-Back",NA,NA,28,"unknown injury",NA,NA,NA,"injuries",NA,NA,1700000,"https://www.transfermarkt.com/stefan-gartenmann/profil/spieler/243770","Switzerland","Denmark"
"Nemzeti Bajnokság","Ferencvárosi TC","Krisztián Lisztes","Attacking Midfield",NA,NA,20,"unknown injury",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/krisztian-lisztes/profil/spieler/933217","Hungary",NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Dominik Nagy","Left Winger",NA,NA,30,"Torn lateral knee ligament",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/dominik-nagy/profil/spieler/200651","Hungary",NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Bright Edomwonyi","Centre-Forward",NA,NA,31,"Knee problems",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/bright-edomwonyi/profil/spieler/229857","Nigeria",NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Attila Temesvári","Centre-Back",NA,NA,25,"Torn thigh muscle",NA,NA,NA,"injuries",NA,NA,225000,"https://www.transfermarkt.com/attila-temesvari/profil/spieler/532857","Hungary",NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Mátyás Katona","Attacking Midfield",NA,NA,25,"Inflammation of the pancreas",NA,NA,NA,"injuries",NA,NA,450000,"https://www.transfermarkt.com/matyas-katona/profil/spieler/708209","Hungary",NA
"Nemzeti Bajnokság","Nyíregyháza Spartacus","Áron Alaxai","Centre-Back",NA,NA,22,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,325000,"https://www.transfermarkt.com/aron-alaxai/profil/spieler/874199","Hungary",NA
"Nemzeti Bajnokság","Diósgyőri VTK","Levente Babós","Centre-Back",NA,NA,21,"surgery",NA,NA,NA,"injuries",NA,NA,125000,"https://www.transfermarkt.com/levente-babos/profil/spieler/1022388","Hungary",NA
"Nemzeti Bajnokság","Paksi FC","Gábor Vas","Centre-Back",NA,NA,22,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/gabor-vas/profil/spieler/751176","Hungary",NA
"Nemzeti Bajnokság","Kisvárda FC","István Soltész","Central Midfield",NA,NA,25,"Inflammation of the sole of the foot",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/istvan-soltesz/profil/spieler/539642","Hungary",NA
