"competition","club","player","position","reason","matches_missed","age","injury","yellow_cards","injured_since","injured_until","data_type","since","until","player_market_value","player_url","nationality","second_nationality"
"LaLiga","Sevilla FC","Isaac Romero","Centre-Forward","Red card suspension",2,25,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"LaLiga","Sevilla FC","Lucien Agoumé","Defensive Midfield",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Girona FC","Vitor Reis","Centre-Back",NA,NA,19,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Villarreal CF","Santiago Mouriño","Right-Back",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Real Betis Balompié","Natan","Centre-Back",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Real Sociedad","Jon Gorrotxategi","Defensive Midfield",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Valencia CF","César Tárrega","Centre-Back",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","RCD Mallorca","Samú Costa","Defensive Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Sevilla FC","Peque Fernández","Second Striker",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Villarreal CF","Tajon Buchanan","Right Winger",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Levante UD","Manu Sánchez","Left-Back",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Girona FC","Azzedine Ounahi","Central Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Valencia CF","José Gayà","Left-Back",NA,NA,30,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","CA Osasuna","Enzo Boyomo","Centre-Back",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Sevilla FC","Tanguy Nianzou","Centre-Back",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Rayo Vallecano","Andrei Rațiu","Right-Back",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Athletic Bilbao","Dani Vivian","Centre-Back",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Real Oviedo","David Carmo","Centre-Back",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Elche CF","David Affengruber","Centre-Back",NA,NA,24,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Real Madrid","Aurélien Tchouaméni","Defensive Midfield",NA,NA,25,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Real Sociedad","Igor Zubeldia","Centre-Back",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","RCD Mallorca","Pablo Maffeo","Right-Back",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","RCD Espanyol Barcelona","Pere Milla","Left Winger",NA,NA,33,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"LaLiga","Atlético de Madrid","Marcos Llorente","Right-Back",NA,NA,30,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,2.5e+07,"https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411","Spain",NA
"LaLiga","Girona FC","Vladyslav Krapyvtsov","Goalkeeper",NA,NA,20,"unknown injury",NA,NA,NA,"injuries",NA,NA,4e+05,"https://www.transfermarkt.com/vladyslav-krapyvtsov/profil/spieler/1169436","Ukraine",NA
"LaLiga","Girona FC","Juan Carlos","Goalkeeper",NA,NA,37,"Knee injury",NA,NA,NA,"injuries",NA,NA,1e+05,"https://www.transfermarkt.com/juan-carlos/profil/spieler/120705","Spain",NA
"LaLiga","Girona FC","Cristhian Stuani","Centre-Forward",NA,NA,39,"Calf injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323","Uruguay","Italy"
"LaLiga","Levante UD","Carlos Espí","Centre-Forward",NA,NA,20,"Muscle tear",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/carlos-espi/profil/spieler/1063338","Spain",NA
"LaLiga","Real Sociedad","Yangel Herrera","Central Midfield",NA,NA,27,"Calf injury",NA,NA,NA,"injuries",NA,NA,1.1e+07,"https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293","Venezuela","Spain"
"LaLiga","Real Sociedad","Mikel Oyarzabal","Centre-Forward",NA,NA,28,"Muscle injury",NA,NA,NA,"injuries",NA,NA,2e+07,"https://www.transfermarkt.com/mikel-oyarzabal/profil/spieler/351478","Spain",NA
"LaLiga","Sevilla FC","Tanguy Nianzou","Centre-Back",NA,NA,23,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996","France","Cote d'Ivoire"
"LaLiga","Sevilla FC","Gabriel Suazo","Left-Back",NA,NA,28,"Muscle injury",NA,NA,NA,"injuries",NA,NA,4e+06,"https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105","Chile",NA
"LaLiga","Sevilla FC","Rubén Vargas","Left Winger",NA,NA,27,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1.1e+07,"https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886","Switzerland","Dominican Republic"
"LaLiga","Sevilla FC","Adnan Januzaj","Right Winger",NA,NA,30,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1200000,"https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847","Belgium","Kosovo"
"LaLiga","Rayo Vallecano","Randy Nteka","Attacking Midfield",NA,NA,27,"muscular problems",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/randy-nteka/profil/spieler/560483","Angola","France"
"LaLiga","FC Barcelona","Marc-André ter Stegen","Goalkeeper",NA,NA,33,"Fitness",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857","Germany",NA
"LaLiga","Atlético de Madrid","José María Giménez","Centre-Back",NA,NA,30,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1.5e+07,"https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845","Uruguay","Spain"
"LaLiga","Atlético de Madrid","Robin Le Normand","Centre-Back",NA,NA,29,"Knee injury",NA,NA,NA,"injuries",NA,NA,3.5e+07,"https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809","Spain","France"
"LaLiga","Atlético de Madrid","Johnny Cardoso","Defensive Midfield",NA,NA,24,"Knee bruise",NA,NA,NA,"injuries",NA,NA,2.5e+07,"https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505","United States","Italy"
"LaLiga","RCD Mallorca","Leo Román","Goalkeeper",NA,NA,25,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/leo-roman/profil/spieler/562742","Spain",NA
"LaLiga","FC Barcelona","Ronald Araujo","Centre-Back",NA,NA,26,"depression",NA,NA,NA,"injuries",NA,NA,3.5e+07,"https://www.transfermarkt.com/ronald-araujo/profil/spieler/480267","Uruguay","Spain"
"LaLiga","Valencia CF","Largie Ramazani","Left Winger",NA,NA,24,"Muscle injury",NA,NA,NA,"injuries",NA,NA,7500000,"https://www.transfermarkt.com/largie-ramazani/profil/spieler/518644","Belgium","Burundi"
"LaLiga","Athletic Bilbao","Robert Navarro","Right Winger",NA,NA,23,"ankle sprain",NA,NA,NA,"injuries",NA,NA,6e+06,"https://www.transfermarkt.com/robert-navarro/profil/spieler/563137","Spain",NA
"LaLiga","FC Barcelona","Frenkie de Jong","Central Midfield",NA,NA,28,"Fever",NA,NA,NA,"injuries",NA,NA,4.5e+07,"https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330","Netherlands",NA
"LaLiga","Sevilla FC","Marcão","Centre-Back",NA,NA,29,"strain",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/marcao/profil/spieler/439022","Brazil",NA
"LaLiga","FC Barcelona","Fermín López","Attacking Midfield",NA,NA,22,"Muscle injury",NA,NA,NA,"injuries",NA,NA,6e+07,"https://www.transfermarkt.com/fermin-lopez/profil/spieler/636703","Spain",NA
"LaLiga","Levante UD","Pablo Martínez","Central Midfield",NA,NA,27,"ankle sprain",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/pablo-martinez/profil/spieler/568835","Spain",NA
"LaLiga","Atlético de Madrid","Álex Baena","Left Winger",NA,NA,24,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,5.5e+07,"https://www.transfermarkt.com/alex-baena/profil/spieler/548111","Spain",NA
"LaLiga","Athletic Bilbao","Iñaki Williams","Right Winger",NA,NA,31,"Adductor injury",NA,NA,NA,"injuries",NA,NA,1.5e+07,"https://www.transfermarkt.com/inaki-williams/profil/spieler/255508","Ghana","Spain"
"LaLiga","Real Sociedad","Orri Óskarsson","Centre-Forward",NA,NA,21,"Thigh problems",NA,NA,NA,"injuries",NA,NA,1.5e+07,"https://www.transfermarkt.com/orri-oskarsson/profil/spieler/660438","Iceland",NA
"LaLiga","Real Madrid","Ferland Mendy","Left-Back",NA,NA,30,"Muscle injury",NA,NA,NA,"injuries",NA,NA,1e+07,"https://www.transfermarkt.com/ferland-mendy/profil/spieler/291417","France","Senegal"
"LaLiga","Real Oviedo","Álvaro Lemos","Right-Back",NA,NA,32,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/alvaro-lemos/profil/spieler/230222","Spain",NA
"LaLiga","Villarreal CF","Willy Kambwala","Centre-Back",NA,NA,21,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,4e+06,"https://www.transfermarkt.com/willy-kambwala/profil/spieler/780630","France","DR Congo"
"LaLiga","FC Barcelona","Dani Olmo","Attacking Midfield",NA,NA,27,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,6e+07,"https://www.transfermarkt.com/dani-olmo/profil/spieler/293385","Spain",NA
"LaLiga","Athletic Bilbao","Maroan Sannadi","Centre-Forward",NA,NA,24,"Knee injury",NA,NA,NA,"injuries",NA,NA,1e+07,"https://www.transfermarkt.com/maroan-sannadi/profil/spieler/1054934","Morocco","Spain"
"LaLiga","Real Madrid","Daniel Carvajal","Right-Back",NA,NA,33,"Knee injury",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927","Spain",NA
"LaLiga","Getafe CF","Davinchi","Left-Back",NA,NA,18,"Meniscus tear",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/davinchi/profil/spieler/1268764","Spain",NA
"LaLiga","FC Barcelona","Gavi","Central Midfield",NA,NA,21,"Arthroscopy",NA,NA,NA,"injuries",NA,NA,4e+07,"https://www.transfermarkt.com/gavi/profil/spieler/646740","Spain",NA
"LaLiga","Villarreal CF","Logan Costa","Centre-Back",NA,NA,24,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,1.8e+07,"https://www.transfermarkt.com/logan-costa/profil/spieler/484988","Cape Verde","France"
"LaLiga","Athletic Bilbao","Unai Egiluz","Centre-Back",NA,NA,23,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,6e+05,"https://www.transfermarkt.com/unai-egiluz/profil/spieler/834485","Spain",NA
"LaLiga","Girona FC","Donny van de Beek","Central Midfield",NA,NA,28,"Achilles tendon rupture",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255","Netherlands",NA
"LaLiga","Villarreal CF","Pau Cabanes","Centre-Forward",NA,NA,20,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,8e+05,"https://www.transfermarkt.com/pau-cabanes/profil/spieler/1063553","Spain",NA
"LaLiga","Athletic Bilbao","Beñat Prados","Central Midfield",NA,NA,24,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,1.8e+07,"https://www.transfermarkt.com/benat-prados/profil/spieler/625047","Spain",NA
"LaLiga","Girona FC","Portu","Right Winger",NA,NA,33,"Torn knee ligaments",NA,NA,NA,"injuries",NA,NA,1800000,"https://www.transfermarkt.com/portu/profil/spieler/99353","Spain",NA
"LaLiga","CA Osasuna","Iker Benito","Right Winger",NA,NA,23,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/iker-benito/profil/spieler/710679","Spain",NA
"Serie A","Hellas Verona","Roberto Gagliardini","Central Midfield","Yellow card suspension",1,31,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"Serie A","ACF Fiorentina","Marin Pongracic","Centre-Back","Yellow card suspension",1,28,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"Serie A","Parma Calcio 1913","Mariano Troilo","Centre-Back","Red card suspension",1,22,NA,NA,NA,NA,"suspensions",NA,NA,NA,NA,NA,NA
"Serie A","Hellas Verona","Jean-Daniel Akpa Akpro","Central Midfield",NA,NA,33,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","ACF Fiorentina","Luca Ranieri","Centre-Back",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Juventus FC","Teun Koopmeiners","Attacking Midfield",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Genoa CFC","Leo Østigård","Centre-Back",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","SS Lazio","Mattéo Guendouzi","Central Midfield",NA,NA,26,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","US Cremonese","Martín Payero","Central Midfield",NA,NA,27,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","US Sassuolo","Josh Doig","Left-Back",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Torino FC","Cesare Casadei","Central Midfield",NA,NA,22,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Como 1907","Máximo Perrone","Defensive Midfield",NA,NA,22,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","US Lecce","Kialonda Gaspar","Centre-Back",NA,NA,28,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Hellas Verona","Rafik Belghali","Right-Back",NA,NA,23,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","Cagliari Calcio","Matteo Prati","Defensive Midfield",NA,NA,21,NA,4,NA,NA,"risk_of_suspension",NA,NA,NA,NA,NA,NA
"Serie A","AC Milan","Zachary Athekame","Right-Back",NA,NA,20,"Calf problems",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/zachary-athekame/profil/spieler/990637","Switzerland","Nigeria"
"Serie A","US Sassuolo","Luca Lipani","Defensive Midfield",NA,NA,20,"flu",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/luca-lipani/profil/spieler/724106","Italy",NA
"Serie A","US Sassuolo","Stefano Turati","Goalkeeper",NA,NA,24,"Wrist injury",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/stefano-turati/profil/spieler/543666","Italy",NA
"Serie A","US Sassuolo","Domenico Berardi","Right Winger",NA,NA,31,"Hamstring strain",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/domenico-berardi/profil/spieler/177843","Italy",NA
"Serie A","Pisa Sporting Club","İsak Vural","Central Midfield",NA,NA,19,"Knee problems",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/isak-vural/profil/spieler/989621","Türkiye","Sweden"
"Serie A","Pisa Sporting Club","Daniel Denoon","Centre-Back",NA,NA,21,"Ankle sprain",NA,NA,NA,"injuries",NA,NA,5e+05,"https://www.transfermarkt.com/daniel-denoon/profil/spieler/692187","Switzerland",NA
"Serie A","Pisa Sporting Club","Adrian Semper","Goalkeeper",NA,NA,27,"Intestinal virus",NA,NA,NA,"injuries",NA,NA,3500000,"https://www.transfermarkt.com/adrian-semper/profil/spieler/317057","Croatia",NA
"Serie A","Atalanta BC","Davide Zappacosta","Right Midfield",NA,NA,33,"flu",NA,NA,NA,"injuries",NA,NA,3500000,"https://www.transfermarkt.com/davide-zappacosta/profil/spieler/173859","Italy",NA
"Serie A","Juventus FC","Arkadiusz Milik","Centre-Forward",NA,NA,31,"unknown injury",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891","Poland",NA
"Serie A","Juventus FC","Daniele Rugani","Centre-Back",NA,NA,31,"muscular problems",NA,NA,NA,"injuries",NA,NA,2e+06,"https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959","Italy",NA
"Serie A","ACF Fiorentina","Jacopo Fazzini","Central Midfield",NA,NA,22,"unknown injury",NA,NA,NA,"injuries",NA,NA,1e+07,"https://www.transfermarkt.com/jacopo-fazzini/profil/spieler/691482","Italy",NA
"Serie A","Torino FC","Zanos Savva","Right Winger",NA,NA,20,"Partial patellar tendon tear",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/zanos-savva/profil/spieler/928900","Cyprus",NA
"Serie A","Torino FC","Perr Schuurs","Centre-Back",NA,NA,26,"Knee surgery",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/perr-schuurs/profil/spieler/418543","Netherlands",NA
"Serie A","Torino FC","Cristiano Biraghi","Left-Back",NA,NA,33,"flu",NA,NA,NA,"injuries",NA,NA,1800000,"https://www.transfermarkt.com/cristiano-biraghi/profil/spieler/124555","Italy",NA
"Serie A","Inter Milan","Raffaele Di Gennaro","Goalkeeper",NA,NA,32,"Scaphoid fracture",NA,NA,NA,"injuries",NA,NA,3e+05,"https://www.transfermarkt.com/raffaele-di-gennaro/profil/spieler/70580","Italy",NA
"Serie A","Inter Milan","Ange-Yoan Bonny","Centre-Forward",NA,NA,22,"flu",NA,NA,NA,"injuries",NA,NA,2.3e+07,"https://www.transfermarkt.com/ange-yoan-bonny/profil/spieler/827734","France","Cote d'Ivoire"
"Serie A","Hellas Verona","Domagoj Bradarić","Left-Back",NA,NA,25,"Hamstring muscle injury",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796","Croatia",NA
"Serie A","Parma Calcio 1913","Abdoulaye Ndiaye","Centre-Back",NA,NA,23,"Inflammation of pubic bone",NA,NA,NA,"injuries",NA,NA,7e+06,"https://www.transfermarkt.com/abdoulaye-ndiaye/profil/spieler/673514","Senegal",NA
"Serie A","Hellas Verona","Grigoris Kastanos","Attacking Midfield",NA,NA,27,"Knock",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/grigoris-kastanos/profil/spieler/298635","Cyprus",NA
"Serie A","Genoa CFC","Maxwel Cornet","Left Winger",NA,NA,29,"muscular problems",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781","Cote d'Ivoire","France"
"Serie A","AS Roma","Edoardo Bove","Central Midfield",NA,NA,23,"heart problems",NA,NA,NA,"injuries",NA,NA,NA,"https://www.transfermarkt.com/edoardo-bove/profil/spieler/562049","Italy",NA
"Serie A","Juventus FC","Mattia Perin","Goalkeeper",NA,NA,33,"Muscle fatigue",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/mattia-perin/profil/spieler/110923","Italy",NA
"Serie A","Torino FC","Ivan Ilić","Central Midfield",NA,NA,24,"Knee problems",NA,NA,NA,"injuries",NA,NA,1.3e+07,"https://www.transfermarkt.com/ivan-ilic/profil/spieler/470794","Serbia",NA
"Serie A","SSC Napoli","Romelu Lukaku","Centre-Forward",NA,NA,32,"Fitness",NA,NA,NA,"injuries",NA,NA,1.5e+07,"https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341","Belgium","DR Congo"
"Serie A","Juventus FC","Carlo Pinsoglio","Goalkeeper",NA,NA,35,"Calf muscle tear",NA,NA,NA,"injuries",NA,NA,2e+05,"https://www.transfermarkt.com/carlo-pinsoglio/profil/spieler/75411","Italy",NA
"Serie A","US Lecce","Filip Marchwinski","Attacking Midfield",NA,NA,23,"Fitness",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/filip-marchwinski/profil/spieler/555106","Poland",NA
"Serie A","Pisa Sporting Club","Tomás Esteves","Right Midfield",NA,NA,23,"Adductor injury",NA,NA,NA,"injuries",NA,NA,2300000,"https://www.transfermarkt.com/tomas-esteves/profil/spieler/504085","Portugal",NA
"Serie A","Torino FC","Ardian Ismajli","Centre-Back",NA,NA,29,"Thigh problems",NA,NA,NA,"injuries",NA,NA,6e+06,"https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228","Albania","Kosovo"
"Serie A","Como 1907","Alberto Dossena","Centre-Back",NA,NA,27,"Cruciate ligament tear",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/alberto-dossena/profil/spieler/385394","Italy",NA
"Serie A","US Sassuolo","Laurs Skjellerup","Centre-Forward",NA,NA,23,"muscular problems",NA,NA,NA,"injuries",NA,NA,2800000,"https://www.transfermarkt.com/laurs-skjellerup/profil/spieler/655207","Denmark",NA
"Serie A","US Cremonese","Mikayil Faye","Centre-Back",NA,NA,21,"Ankle sprain",NA,NA,NA,"injuries",NA,NA,6e+06,"https://www.transfermarkt.com/mikayil-faye/profil/spieler/666974","Senegal",NA
"Serie A","Pisa Sporting Club","Juan Cuadrado","Right Midfield",NA,NA,37,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1e+06,"https://www.transfermarkt.com/juan-cuadrado/profil/spieler/91970","Colombia","Italy"
"Serie A","SS Lazio","Matteo Cancellieri","Right Winger",NA,NA,23,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,5500000,"https://www.transfermarkt.com/matteo-cancellieri/profil/spieler/550106","Italy",NA
"Serie A","SSC Napoli","Miguel Gutiérrez","Left-Back",NA,NA,24,"Ankle sprain",NA,NA,NA,"injuries",NA,NA,2e+07,"https://www.transfermarkt.com/miguel-gutierrez/profil/spieler/525299","Spain",NA
"Serie A","Pisa Sporting Club","Ebenezer Akinsanmiro","Central Midfield",NA,NA,21,"Shoulder injury",NA,NA,NA,"injuries",NA,NA,4500000,"https://www.transfermarkt.com/ebenezer-akinsanmiro/profil/spieler/969192","Nigeria",NA
"Serie A","Inter Milan","Denzel Dumfries","Right-Back",NA,NA,29,"Ankle problems",NA,NA,NA,"injuries",NA,NA,3.5e+07,"https://www.transfermarkt.com/denzel-dumfries/profil/spieler/321528","Netherlands","Aruba"
"Serie A","Como 1907","Assane Diao","Left Winger",NA,NA,20,"Hamstring muscle injury",NA,NA,NA,"injuries",NA,NA,3e+07,"https://www.transfermarkt.com/assane-diao/profil/spieler/1061282","Senegal","Spain"
"Serie A","Inter Milan","Tomás Palacios","Centre-Back",NA,NA,22,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,4e+06,"https://www.transfermarkt.com/tomas-palacios/profil/spieler/993645","Argentina",NA
"Serie A","Juventus FC","Bremer","Centre-Back",NA,NA,28,"Meniscus injury",NA,NA,NA,"injuries",NA,NA,5e+07,"https://www.transfermarkt.com/bremer/profil/spieler/516716","Brazil",NA
"Serie A","Como 1907","Sergi Roberto","Central Midfield",NA,NA,33,"Hamstring strain",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/sergi-roberto/profil/spieler/85370","Spain",NA
"Serie A","AC Milan","Santiago Gimenez","Centre-Forward",NA,NA,24,"Bruise on ankle",NA,NA,NA,"injuries",NA,NA,2.5e+07,"https://www.transfermarkt.com/santiago-gimenez/profil/spieler/552955","Mexico","Italy"
"Serie A","US Lecce","Balthazar Pierret","Defensive Midfield",NA,NA,25,"Hamstring injury",NA,NA,NA,"injuries",NA,NA,1700000,"https://www.transfermarkt.com/balthazar-pierret/profil/spieler/642002","France",NA
"Serie A","AS Roma","Artem Dovbyk","Centre-Forward",NA,NA,28,"Hamstring strain",NA,NA,NA,"injuries",NA,NA,2.5e+07,"https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537","Ukraine",NA
"Serie A","Parma Calcio 1913","Alessandro Circati","Centre-Back",NA,NA,22,"Ankle injury",NA,NA,NA,"injuries",NA,NA,8e+06,"https://www.transfermarkt.com/alessandro-circati/profil/spieler/867137","Australia","Italy"
"Serie A","Torino FC","Giovanni Simeone","Centre-Forward",NA,NA,30,"Hamstring muscle injury",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/giovanni-simeone/profil/spieler/282388","Argentina","Spain"
"Serie A","Udinese Calcio","Hassane Kamara","Left-Back",NA,NA,31,"Heel spur",NA,NA,NA,"injuries",NA,NA,3500000,"https://www.transfermarkt.com/hassane-kamara/profil/spieler/290017","Cote d'Ivoire","France"
"Serie A","SS Lazio","Samuel Gigot","Centre-Back",NA,NA,32,"Ankle surgery",NA,NA,NA,"injuries",NA,NA,1500000,"https://www.transfermarkt.com/samuel-gigot/profil/spieler/276896","France",NA
"Serie A","SS Lazio","Danilo Cataldi","Defensive Midfield",NA,NA,31,"Calf injury",NA,NA,NA,"injuries",NA,NA,3500000,"https://www.transfermarkt.com/danilo-cataldi/profil/spieler/199733","Italy",NA
"Serie A","SSC Napoli","Alex Meret","Goalkeeper",NA,NA,28,"Metatarsal fracture",NA,NA,NA,"injuries",NA,NA,1.8e+07,"https://www.transfermarkt.com/alex-meret/profil/spieler/240414","Italy",NA
"Serie A","Bologna FC 1909","Martin Vitík","Centre-Back",NA,NA,22,"Muscle fatigue",NA,NA,NA,"injuries",NA,NA,1.1e+07,"https://www.transfermarkt.com/martin-vitik/profil/spieler/652054","Czech Republic",NA
"Serie A","Cagliari Calcio","Zé Pedro","Centre-Back",NA,NA,28,"Knee surgery",NA,NA,NA,"injuries",NA,NA,3e+06,"https://www.transfermarkt.com/ze-pedro/profil/spieler/406151","Portugal",NA
"Serie A","Pisa Sporting Club","Calvin Stengs","Attacking Midfield",NA,NA,26,"Groin surgery",NA,NA,NA,"injuries",NA,NA,7e+06,"https://www.transfermarkt.com/calvin-stengs/profil/spieler/409344","Netherlands","Suriname"
"Serie A","Bologna FC 1909","Remo Freuler","Central Midfield",NA,NA,33,"Broken collarbone",NA,NA,NA,"injuries",NA,NA,5e+06,"https://www.transfermarkt.com/remo-freuler/profil/spieler/148252","Switzerland",NA
"Serie A","Bologna FC 1909","Lukasz Skorupski","Goalkeeper",NA,NA,34,"Muscle injury",NA,NA,NA,"injuries",NA,NA,2500000,"https://www.transfermarkt.com/lukasz-skorupski/profil/spieler/80894","Poland",NA
